Name,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,Location,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
~DF4BD2.tmp,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/~DF4BD2.tmp",,,application/octet-stream,tmp
~DFC892.tmp,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/~DFC892.tmp",,,application/octet-stream,tmp
~DFD76D.tmp,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/~DFD76D.tmp",,,application/octet-stream,tmp
~DFDABA.tmp,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/~DFDABA.tmp",,,application/octet-stream,tmp
~DFD76D.tmp,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/~DFD76D.tmp",,,application/octet-stream,tmp
secondary[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/7F4YU7SD/secondary[1].gif",,,application/octet-stream,gif
content[1].js,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/7F4YU7SD/content[1].js",,,application/octet-stream,js
au_button_middle[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/EGJBGFJG/au_button_middle[1].gif",,,application/octet-stream,gif
au_button_right[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/EGJBGFJG/au_button_right[1].gif",,,application/octet-stream,gif
banner-bg[1].jpg,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/EGJBGFJG/banner-bg[1].jpg",,,application/octet-stream,jpg
tgar[2].js,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/EGJBGFJG/tgar[2].js",,,application/octet-stream,js
toc[1].css,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/EGJBGFJG/toc[1].css",,,application/octet-stream,css
au_bg_rightmiddle[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/EGJBGFJG/au_bg_rightmiddle[1].gif",,,application/octet-stream,gif
arrow[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/arrow[1].gif",,,application/octet-stream,gif
au_bg_leftbottom[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/au_bg_leftbottom[1].gif",,,application/octet-stream,gif
au_bg_rightmiddle[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/au_bg_rightmiddle[1].gif",,,application/octet-stream,gif
au_shieldred[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/au_shieldred[1].gif",,,application/octet-stream,gif
blank[1].aspx,"2009-11-10 02:44:58 EET","2009-11-10 02:44:58 EET","2009-11-10 02:44:58 EET","2009-11-10 02:44:58 EET",50,Unallocated,Allocated,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/blank[1].aspx",,,"application/xhtml+xml",aspx
"news_bg_bottommiddle[1].gif","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/news_bg_bottommiddle[1].gif",,,application/octet-stream,gif
"news_bg_rightbottom[1].gif","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/news_bg_rightbottom[1].gif",,,application/octet-stream,gif
news_info[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/news_info[1].gif",,,application/octet-stream,gif
"hdr_expressresults_left[1].jpg","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/hdr_expressresults_left[1].jpg",,,application/octet-stream,jpg
hdr_welcome[1].jpg,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/hdr_welcome[1].jpg",,,application/octet-stream,jpg
ig_WebGrid[2].js,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/N2GK2TA1/ig_WebGrid[2].js",,,application/octet-stream,js
oo[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/YX6N8K1L/oo[1].gif",,,application/octet-stream,gif
bg_img_line[1].gif,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temporary Internet Files/Content.IE5/YX6N8K1L/bg_img_line[1].gif",,,application/octet-stream,gif
"TMP4352$.TMP","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/Administrator/My Documents/TMP4352$.TMP",,,application/octet-stream,tmp
sc2.bin.temp,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc2.bin.temp",,,application/octet-stream,temp
sc2.bin.temp.bak,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc2.bin.temp.bak",,,application/octet-stream,bak
"sc17.bin.incr.2009.11.16.00.01.02.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.16.00.01.02.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.16.07.01.01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.16.07.01.01",,,application/octet-stream,01
"sc17.bin.incr.2009.11.16.08.01.01a00680","2009-11-16 19:19:05 EET","2009-11-16 19:19:05 EET","2009-11-17 02:19:03 EET","2009-11-16 19:19:05 EET",112,Unallocated,Allocated,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.16.08.01.01a00680",,,application/octet-stream,01a00680
"sc17.bin.incr.2009.11.16.13.00.59.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.16.13.00.59.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.05.12.01.01.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.05.12.01.01.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.05.20.00.58","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.05.20.00.58",,,application/octet-stream,58
"sc17.bin.incr.2009.11.06.02.01.00.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.06.02.01.00.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.06.10.01.00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.06.10.01.00",,,application/octet-stream,00
"sc17.bin.incr.2009.11.07.04.01.01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.07.04.01.01",,,application/octet-stream,01
scdns.bin,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/scdns.bin",,,application/octet-stream,bin
"sc17.bin.full.2009.11.15.12.22.20","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.full.2009.11.15.12.22.20",,,application/octet-stream,20
"sc17.bin.incr.2009.11.09.23.01.01.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.09.23.01.01.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.10.00.00.59.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.00.00.59.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.10.01.01.01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.01.01.01",,,application/octet-stream,01
"sc17.bin.incr.2009.11.10.01.01.01.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.01.01.01.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.10.02.00.59","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.02.00.59",,,application/octet-stream,59
"sc17.bin.incr.2009.11.10.02.00.59.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.02.00.59.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.10.04.00.59","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.04.00.59",,,application/octet-stream,59
"sc17.bin.incr.2009.11.10.04.00.59.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.04.00.59.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.10.05.01.01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.05.01.01",,,application/octet-stream,01
"sc17.bin.incr.2009.11.10.05.01.01.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.05.01.01.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.10.06.01.01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.06.01.01",,,application/octet-stream,01
"sc17.bin.incr.2009.11.10.07.01.00a03968","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.07.01.00a03968",,,application/octet-stream,00a03968
"sc6.bin.full.2009.11.05.22.36.04","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc6.bin.full.2009.11.05.22.36.04",,,application/octet-stream,04
"sc17.bin.incr.2009.11.10.07.01.00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.07.01.00",,,application/octet-stream,00
"sc17.bin.incr.2009.11.10.08.01.01.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.08.01.01.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.10.09.01.00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.09.01.00",,,application/octet-stream,00
"sc17.bin.incr.2009.11.10.09.01.00.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.09.01.00.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.10.10.00.59","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.10.00.59",,,application/octet-stream,59
"sc17.bin.incr.2009.11.10.10.00.59.lkr1","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.10.00.59.lkr1",,,application/octet-stream,lkr1
"sc17.bin.incr.2009.11.10.11.01.00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,,unknown,"/img_jo-2009-11-16.E01/vol_vol2/Documents and Settings/All Users/Application Data/avg9/Antispam/sc17.bin.incr.2009.11.10.11.01.00",,,application/octet-stream,00
